away,d_team,home,period,pp_status,shooter,type,x,y
19,19,5,3,even,8474602,MISSED_SHOT,37.0,-14.0
19,5,5,3,even,8475768,MISSED_SHOT,-67.0,11.0
19,19,5,3,even,8476293,MISSED_SHOT,59.0,29.0
19,19,5,3,even,8477404,MISSED_SHOT,81.0,14.0
19,19,5,3,even,8474602,MISSED_SHOT,40.0,5.0
19,19,5,3,pp,8477404,MISSED_SHOT,68.0,6.0
19,19,5,3,even,8471675,MISSED_SHOT,77.0,2.0
19,19,5,3,even,8477240,MISSED_SHOT,77.0,4.0
19,5,5,3,even,8475768,MISSED_SHOT,-86.0,-7.0
19,19,5,3,even,8471436,MISSED_SHOT,35.0,30.0
19,19,5,3,pp,8473548,MISSED_SHOT,84.0,11.0
19,19,5,3,pp,8471215,MISSED_SHOT,54.0,-4.0
19,19,5,3,even,8477839,MISSED_SHOT,83.0,-14.0
19,19,5,3,even,8474176,MISSED_SHOT,51.0,14.0
19,19,5,3,even,8471215,MISSED_SHOT,75.0,2.0
19,19,5,4,even,8473548,MISSED_SHOT,-50.0,-7.0
20,22,22,1,even,8476346,MISSED_SHOT,-40.0,-28.0
20,20,22,1,even,8476457,MISSED_SHOT,45.0,-25.0
20,20,22,1,even,8476472,MISSED_SHOT,52.0,36.0
20,22,22,1,even,8475907,MISSED_SHOT,-56.0,10.0
20,20,22,1,even,8473468,MISSED_SHOT,43.0,-22.0
20,20,22,1,even,8476988,MISSED_SHOT,45.0,-35.0
20,22,22,1,even,8470162,MISSED_SHOT,-42.0,-20.0
20,22,22,1,even,8474150,MISSED_SHOT,-78.0,8.0
20,20,22,1,even,8476472,MISSED_SHOT,48.0,26.0
20,22,22,1,even,8477497,MISSED_SHOT,-69.0,-3.0
20,20,22,1,sh,8476472,MISSED_SHOT,43.0,27.0
20,22,22,1,even,8476462,MISSED_SHOT,-72.0,33.0
20,22,22,1,even,8476462,MISSED_SHOT,-41.0,29.0
20,20,22,1,even,8474034,MISSED_SHOT,75.0,-2.0
20,20,22,2,even,8478402,MISSED_SHOT,-63.0,-16.0
20,22,22,2,even,8477497,MISSED_SHOT,55.0,9.0
20,22,22,2,even,8474673,MISSED_SHOT,43.0,13.0
20,20,22,2,even,8473468,MISSED_SHOT,-33.0,14.0
20,20,22,2,even,8477498,MISSED_SHOT,-32.0,-21.0
20,22,22,2,even,8479314,MISSED_SHOT,78.0,-13.0
20,20,22,2,even,8477934,MISSED_SHOT,-77.0,3.0
20,20,22,2,even,8474034,MISSED_SHOT,-72.0,-10.0
20,22,22,2,even,8479314,MISSED_SHOT,60.0,4.0
20,20,22,2,even,8476457,MISSED_SHOT,-78.0,7.0
20,22,22,2,even,8475907,MISSED_SHOT,79.0,10.0
20,20,22,3,even,8476472,MISSED_SHOT,35.0,29.0
20,20,22,3,even,8477934,MISSED_SHOT,72.0,16.0
20,20,22,3,even,8478402,MISSED_SHOT,79.0,7.0
20,22,22,3,even,8470966,MISSED_SHOT,-13.0,1.0
20,20,22,3,even,8476988,MISSED_SHOT,39.0,7.0
20,20,22,3,even,8473473,MISSED_SHOT,73.0,-25.0
4,4,28,1,even,8470613,MISSED_SHOT,31.0,-27.0
4,28,28,1,even,8477290,MISSED_SHOT,-84.0,7.0
4,28,28,1,even,8478439,MISSED_SHOT,-64.0,0.0
4,28,28,1,even,8475430,MISSED_SHOT,-40.0,-8.0
4,28,28,1,even,8474161,MISSED_SHOT,-43.0,-8.0
4,28,28,1,even,8474161,MISSED_SHOT,-51.0,5.0
4,4,28,1,even,8478099,MISSED_SHOT,75.0,8.0
4,4,28,1,even,8476919,MISSED_SHOT,85.0,5.0
4,28,28,1,even,8479974,MISSED_SHOT,-69.0,-1.0
4,4,28,1,even,8474053,MISSED_SHOT,53.0,31.0
4,28,28,1,sh,8475462,MISSED_SHOT,-41.0,17.0
4,4,28,2,even,8475820,MISSED_SHOT,-72.0,-4.0
4,4,28,2,even,8475455,MISSED_SHOT,-45.0,-29.0
4,4,28,2,even,8475820,MISSED_SHOT,-61.0,-5.0
4,28,28,2,even,8474161,MISSED_SHOT,83.0,7.0
4,4,28,2,even,8468208,MISSED_SHOT,-87.0,7.0
4,28,28,3,sh,8475430,MISSED_SHOT,-42.0,-26.0
4,4,28,3,pp,8476331,MISSED_SHOT,48.0,-27.0
4,28,28,3,even,8475738,MISSED_SHOT,-82.0,1.0
4,4,28,3,even,8476331,MISSED_SHOT,33.0,-29.0
4,4,28,3,even,8475820,MISSED_SHOT,65.0,-6.0
4,28,28,3,even,8476872,MISSED_SHOT,-73.0,-12.0
4,28,28,3,even,8474190,MISSED_SHOT,-82.0,5.0
4,4,28,3,even,8477922,MISSED_SHOT,58.0,-5.0
18,18,6,1,even,8477956,MISSED_SHOT,39.0,-32.0
18,6,6,1,pp,8475218,MISSED_SHOT,-43.0,-21.0
18,6,6,1,even,8474056,MISSED_SHOT,-60.0,-12.0
18,6,6,1,even,8475793,MISSED_SHOT,-75.0,11.0
18,18,6,1,even,8475727,MISSED_SHOT,55.0,22.0
18,6,6,2,pp,8475225,MISSED_SHOT,74.0,-27.0
18,6,6,2,pp,8474009,MISSED_SHOT,69.0,2.0
18,6,6,2,even,8474009,MISSED_SHOT,72.0,-7.0
18,18,6,2,even,8476374,MISSED_SHOT,-69.0,1.0
18,18,6,2,pp,8473419,MISSED_SHOT,-77.0,-20.0
18,18,6,2,pp,8474062,MISSED_SHOT,-57.0,7.0
18,18,6,2,even,8465009,MISSED_SHOT,-43.0,-26.0
18,18,6,2,even,8476191,MISSED_SHOT,-43.0,-16.0
18,18,6,2,even,8471717,MISSED_SHOT,-45.0,32.0
18,6,6,3,pp,8475225,MISSED_SHOT,-55.0,32.0
18,18,6,3,even,8474062,MISSED_SHOT,71.0,5.0
18,18,6,3,even,8478366,MISSED_SHOT,83.0,27.0
18,18,6,3,even,8477213,MISSED_SHOT,65.0,-1.0
18,6,6,3,even,8474600,MISSED_SHOT,-38.0,-21.0
18,6,6,3,even,8475225,MISSED_SHOT,-78.0,-15.0
18,18,6,3,even,8478366,MISSED_SHOT,55.0,-18.0
18,6,6,3,even,8476887,MISSED_SHOT,-84.0,-19.0
8,7,7,1,pp,8476948,MISSED_SHOT,-36.0,20.0
8,8,7,1,pp,8477499,MISSED_SHOT,36.0,28.0
8,8,7,1,pp,8477933,MISSED_SHOT,78.0,-5.0
8,8,7,1,pp,8479755,MISSED_SHOT,36.0,-34.0
8,8,7,1,pp,8479755,MISSED_SHOT,36.0,-33.0
8,8,7,1,even,8477933,MISSED_SHOT,74.0,-1.0
8,8,7,1,even,8476470,MISSED_SHOT,55.0,27.0
8,7,7,1,even,8475848,MISSED_SHOT,-80.0,-38.0
8,8,7,1,even,8479755,MISSED_SHOT,46.0,-29.0
8,8,7,1,even,8475728,MISSED_SHOT,62.0,21.0
8,8,7,1,even,8469506,MISSED_SHOT,85.0,9.0
8,8,7,2,even,8478403,MISSED_SHOT,-71.0,10.0
8,8,7,2,even,8475169,MISSED_SHOT,-68.0,-9.0
8,7,7,2,pp,8470642,MISSED_SHOT,40.0,-7.0
8,8,7,2,even,8471678,MISSED_SHOT,-63.0,28.0
8,8,7,2,pp,8469506,MISSED_SHOT,-77.0,-15.0
8,8,7,2,pp,8478403,MISSED_SHOT,-41.0,-1.0
8,8,7,2,pp,8477499,MISSED_SHOT,-46.0,-14.0
8,7,7,2,pp,8477494,MISSED_SHOT,39.0,29.0
8,7,7,3,even,8476948,MISSED_SHOT,-48.0,-13.0
8,8,7,3,even,8475169,MISSED_SHOT,58.0,35.0
8,7,7,3,even,8476381,MISSED_SHOT,-58.0,16.0
8,7,7,3,even,8476851,MISSED_SHOT,-48.0,33.0
8,7,7,4,even,8474157,MISSED_SHOT,45.0,-23.0
21,21,3,1,even,8475184,MISSED_SHOT,-82.0,-7.0
21,21,3,1,even,8475763,MISSED_SHOT,-79.0,0.0
21,21,3,1,even,8480078,MISSED_SHOT,-78.0,-3.0
21,3,3,1,even,8477456,MISSED_SHOT,83.0,5.0
21,21,3,1,pp,8475184,MISSED_SHOT,-60.0,2.0
21,3,3,1,even,8477453,MISSED_SHOT,77.0,10.0
21,21,3,1,even,8476869,MISSED_SHOT,-36.0,-31.0
21,3,3,2,even,8477413,MISSED_SHOT,-65.0,-6.0
21,3,3,2,pp,8477413,MISSED_SHOT,-79.0,5.0
21,3,3,2,pp,8477413,MISSED_SHOT,-76.0,3.0
21,3,3,2,even,8477456,MISSED_SHOT,-81.0,5.0
21,21,3,2,pp,8474031,MISSED_SHOT,51.0,-13.0
21,21,3,2,even,8470041,MISSED_SHOT,78.0,2.0
21,21,3,2,pp,8470041,MISSED_SHOT,82.0,20.0
21,3,3,2,even,8474717,MISSED_SHOT,-57.0,-10.0
21,21,3,3,even,8477950,MISSED_SHOT,-34.0,35.0
21,21,3,3,pp,8476459,MISSED_SHOT,-64.0,-12.0
21,3,3,3,even,8477413,MISSED_SHOT,63.0,13.0
21,3,3,3,even,8477413,MISSED_SHOT,81.0,0.0
21,21,3,3,even,8470041,MISSED_SHOT,-81.0,15.0
21,21,3,3,even,8473546,MISSED_SHOT,-84.0,12.0
21,21,3,3,even,8476869,MISSED_SHOT,-41.0,22.0
21,21,3,3,even,8473546,MISSED_SHOT,-78.0,6.0
21,21,3,3,even,8474031,MISSED_SHOT,-35.0,16.0
15,9,9,1,even,8476344,MISSED_SHOT,-82.0,-7.0
15,15,9,1,even,8470602,MISSED_SHOT,32.0,29.0
15,9,9,1,even,8468498,MISSED_SHOT,-37.0,-18.0
15,9,9,1,even,8477444,MISSED_SHOT,-61.0,25.0
15,9,9,1,even,8471702,MISSED_SHOT,-60.0,20.0
15,9,9,1,sh,8471698,MISSED_SHOT,-87.0,10.0
15,9,9,1,even,8475163,MISSED_SHOT,-72.0,8.0
15,15,9,1,pp,8471676,MISSED_SHOT,82.0,28.0
15,9,9,2,even,8471702,MISSED_SHOT,33.0,-36.0
15,9,9,2,even,8471214,MISSED_SHOT,81.0,16.0
15,15,9,2,even,8475913,MISSED_SHOT,-74.0,4.0
15,15,9,2,even,8475227,MISSED_SHOT,-73.0,-10.0
15,9,9,2,even,8475744,MISSED_SHOT,76.0,-1.0
15,9,9,2,even,8471710,MISSED_SHOT,40.0,-28.0
15,9,9,2,pp,8471698,MISSED_SHOT,71.0,-3.0
15,15,9,3,even,8470602,MISSED_SHOT,45.0,17.0
15,9,9,3,even,8474590,MISSED_SHOT,-54.0,18.0
15,15,9,3,even,8474884,MISSED_SHOT,42.0,-5.0
15,15,9,3,even,8471768,MISSED_SHOT,78.0,-7.0
15,15,9,3,even,8474884,MISSED_SHOT,48.0,38.0
15,9,9,3,even,8475200,MISSED_SHOT,-39.0,-30.0
15,9,9,3,even,8474590,MISSED_SHOT,-36.0,25.0
15,9,9,4,even,8475744,MISSED_SHOT,85.0,-26.0
15,15,9,4,even,8471676,MISSED_SHOT,-54.0,16.0
30,30,17,1,even,8470144,MISSED_SHOT,-58.0,-10.0
30,30,17,1,even,8477946,MISSED_SHOT,-76.0,-8.0
30,30,17,1,even,8471242,MISSED_SHOT,-63.0,38.0
30,30,17,1,even,8470144,MISSED_SHOT,-81.0,4.0
30,30,17,1,pp,8468083,MISSED_SHOT,-87.0,-26.0
30,17,17,1,even,8473485,MISSED_SHOT,65.0,-6.0
30,17,17,1,even,8464989,MISSED_SHOT,90.0,-5.0
30,30,17,1,even,8477511,MISSED_SHOT,-64.0,-20.0
30,17,17,2,pp,8475799,MISSED_SHOT,-80.0,1.0
30,17,17,2,pp,8470600,MISSED_SHOT,-38.0,23.0
30,17,17,2,pp,8469459,MISSED_SHOT,-85.0,-7.0
30,17,17,2,even,8476856,MISSED_SHOT,-60.0,-15.0
30,30,17,2,even,8470110,MISSED_SHOT,33.0,7.0
30,17,17,2,even,8475722,MISSED_SHOT,-58.0,-13.0
30,17,17,3,even,8474589,MISSED_SHOT,83.0,-12.0
30,30,17,3,even,8476443,MISSED_SHOT,-49.0,-21.0
30,30,17,3,even,8475193,MISSED_SHOT,-35.0,-38.0
30,30,17,3,even,8471242,MISSED_SHOT,-35.0,19.0
30,30,17,3,even,8471716,MISSED_SHOT,-76.0,-16.0
30,17,17,3,even,8474589,MISSED_SHOT,78.0,-16.0
30,30,17,3,even,8471242,MISSED_SHOT,-32.0,25.0
30,17,17,3,even,8474589,MISSED_SHOT,78.0,2.0
30,30,17,3,pp,8471242,MISSED_SHOT,-46.0,21.0
5,5,16,1,even,8473573,MISSED_SHOT,-49.0,-9.0
5,16,16,1,even,8474602,MISSED_SHOT,45.0,-27.0
5,16,16,1,even,8475208,MISSED_SHOT,42.0,18.0
5,5,16,1,even,8470607,MISSED_SHOT,-76.0,18.0
5,5,16,2,pp,8469544,MISSED_SHOT,44.0,-19.0
5,5,16,2,pp,8474141,MISSED_SHOT,80.0,19.0
5,16,16,2,even,8473548,MISSED_SHOT,-49.0,-3.0
5,16,16,2,sh,8475810,MISSED_SHOT,-78.0,-14.0
5,16,16,2,even,8471675,MISSED_SHOT,-69.0,-2.0
5,16,16,3,even,8476874,MISSED_SHOT,39.0,21.0
5,5,16,3,even,8474642,MISSED_SHOT,-69.0,-18.0
5,5,16,3,even,8477451,MISSED_SHOT,-69.0,-21.0
5,5,16,3,even,8480172,MISSED_SHOT,-35.0,13.0
5,16,16,3,even,8475735,MISSED_SHOT,68.0,10.0
5,16,16,3,even,8475810,MISSED_SHOT,75.0,26.0
53,24,24,1,even,8475171,MISSED_SHOT,-48.0,-22.0
53,53,24,1,sh,8476400,MISSED_SHOT,43.0,-26.0
53,53,24,1,even,8475164,MISSED_SHOT,63.0,14.0
53,53,24,1,even,8477986,MISSED_SHOT,37.0,21.0
53,53,24,1,even,8469598,MISSED_SHOT,44.0,9.0
53,24,24,1,even,8474613,MISSED_SHOT,-76.0,5.0
53,24,24,2,even,8474568,MISSED_SHOT,49.0,23.0
53,24,24,2,pp,8477989,MISSED_SHOT,81.0,-3.0
53,53,24,2,even,8475764,MISSED_SHOT,-51.0,-3.0
53,53,24,2,even,8477941,MISSED_SHOT,-79.0,-4.0
53,24,24,2,pp,8477503,MISSED_SHOT,58.0,-26.0
53,53,24,2,sh,8471699,MISSED_SHOT,-88.0,-14.0
53,53,24,2,even,8478131,MISSED_SHOT,-94.0,24.0
53,53,24,2,even,8475164,MISSED_SHOT,-54.0,-12.0
53,53,24,3,even,8468535,MISSED_SHOT,46.0,12.0
53,53,24,3,even,8474683,MISSED_SHOT,86.0,25.0
53,24,24,3,even,8474218,MISSED_SHOT,-50.0,22.0
53,53,24,3,even,8477986,MISSED_SHOT,49.0,-35.0
53,53,24,3,even,8476483,MISSED_SHOT,87.0,-9.0
53,24,24,3,even,8479343,MISSED_SHOT,-61.0,-3.0
53,24,24,3,even,8477407,MISSED_SHOT,-67.0,17.0
53,53,24,3,even,8476483,MISSED_SHOT,72.0,14.0
53,24,24,3,even,8474568,MISSED_SHOT,-54.0,22.0
53,53,24,3,even,8476400,MISSED_SHOT,67.0,5.0
53,24,24,3,even,8478440,MISSED_SHOT,-45.0,29.0
53,24,24,3,even,8476356,MISSED_SHOT,-80.0,2.0
53,53,24,3,even,8475164,MISSED_SHOT,-69.0,-26.0
53,24,24,3,even,8475171,MISSED_SHOT,-66.0,-18.0
53,24,24,3,even,8477503,MISSED_SHOT,-59.0,21.0
4,4,26,1,even,8475726,MISSED_SHOT,-76.0,38.0
4,26,26,1,even,8479974,MISSED_SHOT,58.0,14.0
4,4,26,1,even,8477380,MISSED_SHOT,-88.0,-7.0
4,4,26,1,even,8473453,MISSED_SHOT,-62.0,-31.0
4,26,26,1,even,8476906,MISSED_SHOT,33.0,14.0
4,4,26,1,even,8473453,MISSED_SHOT,-79.0,5.0
4,4,26,1,even,8477850,MISSED_SHOT,-39.0,16.0
4,26,26,1,even,8477290,MISSED_SHOT,55.0,-28.0
4,26,26,1,even,8476461,MISSED_SHOT,55.0,16.0
4,26,26,1,even,8476955,MISSED_SHOT,76.0,-5.0
4,4,26,1,even,8480113,MISSED_SHOT,-80.0,12.0
4,26,26,2,pp,8470047,MISSED_SHOT,-71.0,0.0
4,26,26,2,pp,8479974,MISSED_SHOT,-49.0,24.0
4,4,26,2,even,8475726,MISSED_SHOT,84.0,-8.0
4,4,26,2,even,8471685,MISSED_SHOT,56.0,27.0
4,4,26,2,even,8476871,MISSED_SHOT,38.0,13.0
4,4,26,2,even,8475160,MISSED_SHOT,67.0,-14.0
4,4,26,2,pp,8470606,MISSED_SHOT,81.0,-3.0
4,26,26,2,pp,8474190,MISSED_SHOT,-75.0,7.0
4,26,26,2,even,8474190,MISSED_SHOT,-63.0,8.0
4,26,26,2,even,8478439,MISSED_SHOT,-67.0,-5.0
4,26,26,2,even,8474668,MISSED_SHOT,-81.0,-19.0
4,4,26,2,pp,8476871,MISSED_SHOT,78.0,6.0
4,4,26,3,pp,8470604,MISSED_SHOT,-77.0,4.0
4,4,26,3,pp,8476406,MISSED_SHOT,-67.0,-12.0
4,26,26,3,sh,8474161,MISSED_SHOT,79.0,14.0
4,26,26,3,sh,8477948,MISSED_SHOT,47.0,8.0
4,4,26,3,pp,8470606,MISSED_SHOT,-72.0,2.0
4,26,26,3,sh,8473512,MISSED_SHOT,65.0,17.0
4,26,26,3,sh,8473512,MISSED_SHOT,64.0,-12.0
4,26,26,3,sh,8478439,MISSED_SHOT,62.0,-4.0
4,26,26,3,sh,8478500,MISSED_SHOT,40.0,-3.0
4,4,26,3,even,8476871,MISSED_SHOT,-32.0,-24.0
2,29,29,1,even,8475314,MISSED_SHOT,-77.0,1.0
2,2,29,1,even,8474610,MISSED_SHOT,50.0,33.0
2,29,29,1,even,8474573,MISSED_SHOT,-67.0,-7.0
2,2,29,1,even,8477947,MISSED_SHOT,74.0,0.0
2,29,29,1,even,8475181,MISSED_SHOT,-65.0,-5.0
2,2,29,1,even,8476310,MISSED_SHOT,49.0,5.0
2,2,29,1,even,8478460,MISSED_SHOT,40.0,26.0
2,29,29,1,even,8476917,MISSED_SHOT,-35.0,22.0
2,29,29,1,even,8476917,MISSED_SHOT,-40.0,15.0
2,2,29,1,even,8477947,MISSED_SHOT,87.0,-19.0
2,29,29,1,even,8466251,MISSED_SHOT,-46.0,-27.0
2,2,29,2,even,8477416,MISSED_SHOT,-56.0,3.0
2,29,29,2,even,8476917,MISSED_SHOT,43.0,-17.0
2,2,29,2,even,8475233,MISSED_SHOT,-73.0,23.0
2,29,29,2,even,8474573,MISSED_SHOT,76.0,19.0
2,2,29,2,even,8477505,MISSED_SHOT,-76.0,-6.0
2,2,29,2,even,8477495,MISSED_SHOT,-33.0,7.0
2,29,29,2,even,8475166,MISSED_SHOT,64.0,12.0
2,29,29,2,even,8475166,MISSED_SHOT,62.0,20.0
2,2,29,3,sh,8474715,MISSED_SHOT,43.0,-10.0
2,29,29,3,even,8475231,MISSED_SHOT,-76.0,3.0
2,29,29,3,even,8475181,MISSED_SHOT,-46.0,-20.0
2,2,29,3,even,8478550,MISSED_SHOT,62.0,8.0
2,29,29,3,even,8474586,MISSED_SHOT,-71.0,-35.0
2,2,29,3,even,8477416,MISSED_SHOT,59.0,-12.0
2,2,29,3,even,8479400,MISSED_SHOT,87.0,16.0
2,2,29,3,even,8475233,MISSED_SHOT,37.0,-2.0
2,2,29,3,even,8477495,MISSED_SHOT,36.0,-23.0
2,29,29,3,even,8474586,MISSED_SHOT,-77.0,35.0
13,14,14,1,pp,8476389,MISSED_SHOT,-58.0,0.0
13,13,14,1,sh,8471339,MISSED_SHOT,80.0,-12.0
13,14,14,2,even,8476875,MISSED_SHOT,77.0,-18.0
13,13,14,2,pp,8476826,MISSED_SHOT,-70.0,-2.0
13,13,14,2,even,8471958,MISSED_SHOT,-29.0,27.0
13,14,14,2,even,8474098,MISSED_SHOT,63.0,-18.0
13,13,14,2,even,8471958,MISSED_SHOT,-38.0,30.0
13,14,14,2,even,8477452,MISSED_SHOT,36.0,14.0
13,14,14,2,even,8475760,MISSED_SHOT,59.0,-12.0
13,13,14,2,even,8476975,MISSED_SHOT,-63.0,-1.0
13,13,14,2,even,8477205,MISSED_SHOT,-32.0,30.0
13,14,14,2,even,8476875,MISSED_SHOT,33.0,19.0
13,14,14,2,even,8474149,MISSED_SHOT,58.0,-11.0
13,14,14,3,even,8477932,MISSED_SHOT,-39.0,23.0
13,14,14,3,even,8468001,MISSED_SHOT,-35.0,21.0
13,14,14,3,even,8474098,MISSED_SHOT,-57.0,17.0
13,14,14,3,even,8477932,MISSED_SHOT,-38.0,16.0
13,14,14,3,even,8471735,MISSED_SHOT,-35.0,-10.0
13,14,14,3,even,8475796,MISSED_SHOT,-38.0,27.0
13,14,14,3,even,8477493,MISSED_SHOT,-72.0,10.0
13,13,14,3,even,8478010,MISSED_SHOT,79.0,-30.0
54,54,25,1,even,8469455,MISSED_SHOT,-66.0,36.0
54,25,25,1,pp,8475191,MISSED_SHOT,81.0,-7.0
54,25,25,1,pp,8476539,MISSED_SHOT,54.0,-9.0
54,25,25,1,pp,8471707,MISSED_SHOT,52.0,26.0
54,25,25,1,pp,8475287,MISSED_SHOT,60.0,-25.0
54,54,25,1,even,8473994,MISSED_SHOT,-68.0,14.0
54,25,25,1,even,8474102,MISSED_SHOT,70.0,-6.0
54,25,25,2,even,8476448,MISSED_SHOT,-66.0,-17.0
54,54,25,2,even,8476902,MISSED_SHOT,40.0,3.0
54,54,25,2,even,8474849,MISSED_SHOT,80.0,11.0
54,54,25,2,even,8470760,MISSED_SHOT,49.0,18.0
54,54,25,2,pp,8475794,MISSED_SHOT,61.0,-16.0
54,25,25,2,pp,8475287,MISSED_SHOT,-61.0,24.0
54,54,25,3,even,8471691,MISSED_SHOT,-20.0,-35.0
54,25,25,3,sh,8474102,MISSED_SHOT,75.0,6.0
54,54,25,3,even,8474849,MISSED_SHOT,-64.0,-38.0
54,54,25,3,even,8476467,MISSED_SHOT,-35.0,7.0
54,25,25,3,even,8471707,MISSED_SHOT,46.0,-31.0
54,54,25,3,even,8471691,MISSED_SHOT,-58.0,7.0
54,54,25,3,even,8477406,MISSED_SHOT,-65.0,-9.0
54,25,25,3,even,8474102,MISSED_SHOT,32.0,25.0
54,25,25,3,even,8471707,MISSED_SHOT,72.0,-37.0
3,10,10,1,even,8476468,MISSED_SHOT,73.0,-36.0
3,10,10,1,even,8473546,MISSED_SHOT,71.0,32.0
3,3,10,1,even,8476853,MISSED_SHOT,-55.0,25.0
3,3,10,1,even,8468493,MISSED_SHOT,-29.0,3.0
3,10,10,1,even,8476468,MISSED_SHOT,37.0,10.0
3,10,10,1,even,8474151,MISSED_SHOT,35.0,22.0
3,10,10,1,even,8474151,MISSED_SHOT,33.0,34.0
3,3,10,1,pp,8476853,MISSED_SHOT,-33.0,-7.0
3,3,10,1,even,8473463,MISSED_SHOT,-82.0,-12.0
3,3,10,1,even,8474037,MISSED_SHOT,-68.0,9.0
3,3,10,1,even,8475098,MISSED_SHOT,-57.0,-20.0
3,3,10,1,even,8475786,MISSED_SHOT,-87.0,-16.0
3,10,10,1,even,8470041,MISSED_SHOT,67.0,-5.0
3,10,10,1,even,8474031,MISSED_SHOT,31.0,30.0
3,3,10,2,even,8477939,MISSED_SHOT,88.0,-3.0
3,3,10,2,pp,8474037,MISSED_SHOT,68.0,-4.0
3,10,10,2,even,8475692,MISSED_SHOT,-61.0,-9.0
3,10,10,2,even,8475184,MISSED_SHOT,-69.0,12.0
3,10,10,2,even,8476869,MISSED_SHOT,-34.0,3.0
3,3,10,2,even,8480157,MISSED_SHOT,64.0,-20.0
3,3,10,2,even,8466139,MISSED_SHOT,54.0,1.0
3,10,10,2,even,8476459,MISSED_SHOT,-62.0,-12.0
3,3,10,2,even,8474037,MISSED_SHOT,59.0,-1.0
3,10,10,3,even,8471686,MISSED_SHOT,36.0,31.0
3,3,10,3,even,8480157,MISSED_SHOT,-34.0,-20.0
3,3,10,3,even,8475098,MISSED_SHOT,-56.0,2.0
3,3,10,3,even,8474581,MISSED_SHOT,-39.0,-8.0
3,10,10,3,even,8470041,MISSED_SHOT,80.0,27.0
3,10,10,3,even,8474031,MISSED_SHOT,36.0,-25.0
17,9,9,1,pp,8475193,MISSED_SHOT,-67.0,23.0
17,17,9,1,even,8476288,MISSED_SHOT,31.0,-1.0
17,17,9,1,even,8474884,MISSED_SHOT,42.0,-23.0
17,17,9,1,pp,8474068,MISSED_SHOT,35.0,-26.0
17,17,9,1,pp,8476288,MISSED_SHOT,71.0,0.0
17,17,9,1,even,8477433,MISSED_SHOT,63.0,36.0
17,9,9,1,even,8477946,MISSED_SHOT,-35.0,-17.0
17,9,9,1,even,8475772,MISSED_SHOT,-73.0,7.0
17,17,9,1,even,8476879,MISSED_SHOT,81.0,-13.0
17,9,9,1,even,8477215,MISSED_SHOT,-36.0,-31.0
17,9,9,1,even,8475193,MISSED_SHOT,-75.0,32.0
17,17,9,2,pp,8474884,MISSED_SHOT,-58.0,19.0
17,17,9,2,pp,8476288,MISSED_SHOT,-53.0,20.0
17,9,9,2,sh,8475193,MISSED_SHOT,79.0,2.0
17,9,9,2,sh,8475772,MISSED_SHOT,72.0,-23.0
17,9,9,2,sh,8476924,MISSED_SHOT,67.0,-22.0
17,17,9,2,pp,8474884,MISSED_SHOT,-59.0,-16.0
17,17,9,2,pp,8476288,MISSED_SHOT,-80.0,2.0
17,9,9,3,sh,8476924,MISSED_SHOT,-36.0,-23.0
17,9,9,3,sh,8470318,MISSED_SHOT,-35.0,-33.0
